EpiWeek,Country,District,EpiCaseDef,Gender,Age,Value
2014-W05,Liberia,Lofa,Confirmed,Male,7,0
2014-W06,Liberia,Lofa,Confirmed,Male,7,0
2014-W07,Liberia,Lofa,Confirmed,Male,7,0
2014-W08,Liberia,Lofa,Confirmed,Male,7,0
2014-W09,Liberia,Lofa,Confirmed,Male,7,0
2014-W10,Liberia,Lofa,Confirmed,Male,7,0
2014-W11,Liberia,Lofa,Confirmed,Male,7,0
2014-W12,Liberia,Lofa,Confirmed,Male,7,0
2014-W13,Liberia,Lofa,Confirmed,Male,7,0
2014-W14,Liberia,Lofa,Confirmed,Male,7,0
2014-W15,Liberia,Lofa,Confirmed,Male,7,0
2014-W16,Liberia,Lofa,Confirmed,Male,7,0
2014-W17,Liberia,Lofa,Confirmed,Male,7,0
2014-W18,Liberia,Lofa,Confirmed,Male,7,0
2014-W19,Liberia,Lofa,Confirmed,Male,7,0
2014-W20,Liberia,Lofa,Confirmed,Male,7,0
2014-W21,Liberia,Lofa,Confirmed,Male,7,0
2014-W22,Liberia,Lofa,Confirmed,Male,7,0
2014-W23,Liberia,Lofa,Confirmed,Male,7,0
2014-W24,Liberia,Lofa,Confirmed,Male,7,0
2014-W25,Liberia,Lofa,Confirmed,Male,7,1
2014-W26,Liberia,Lofa,Confirmed,Male,7,0
2014-W27,Liberia,Lofa,Confirmed,Male,7,0
2014-W28,Liberia,Lofa,Confirmed,Male,7,0
2014-W29,Liberia,Lofa,Confirmed,Male,7,0
2014-W30,Liberia,Lofa,Confirmed,Male,7,0
2014-W31,Liberia,Lofa,Confirmed,Male,7,0
2014-W32,Liberia,Lofa,Confirmed,Male,7,0
2014-W33,Liberia,Lofa,Confirmed,Male,7,0
2014-W34,Liberia,Lofa,Confirmed,Male,7,0
2014-W35,Liberia,Lofa,Confirmed,Male,7,0
2014-W36,Liberia,Lofa,Confirmed,Male,7,0
2014-W37,Liberia,Lofa,Confirmed,Male,7,0
2014-W38,Liberia,Lofa,Confirmed,Male,7,0
2014-W39,Liberia,Lofa,Confirmed,Male,7,0
NA,Liberia,Lofa,Confirmed,Male,7,0
2014-W01,Liberia,Lofa,Confirmed,,0,0
2014-W02,Liberia,Lofa,Confirmed,,0,0
2014-W04,Liberia,Lofa,Confirmed,,0,0
2014-W05,Liberia,Lofa,Confirmed,,0,0
2014-W06,Liberia,Lofa,Confirmed,,0,0
2014-W07,Liberia,Lofa,Confirmed,,0,0
2014-W08,Liberia,Lofa,Confirmed,,0,0
2014-W09,Liberia,Lofa,Confirmed,,0,0
2014-W10,Liberia,Lofa,Confirmed,,0,0
2014-W11,Liberia,Lofa,Confirmed,,0,0
2014-W12,Liberia,Lofa,Confirmed,,0,0
2014-W13,Liberia,Lofa,Confirmed,,0,0
2014-W14,Liberia,Lofa,Confirmed,,0,0
2014-W15,Liberia,Lofa,Confirmed,,0,0
2014-W16,Liberia,Lofa,Confirmed,,0,0
2014-W17,Liberia,Lofa,Confirmed,,0,0
2014-W18,Liberia,Lofa,Confirmed,,0,0
2014-W19,Liberia,Lofa,Confirmed,,0,0
2014-W20,Liberia,Lofa,Confirmed,,0,0
2014-W21,Liberia,Lofa,Confirmed,,0,0
2014-W22,Liberia,Lofa,Confirmed,,0,4
2014-W23,Liberia,Lofa,Confirmed,,0,0
2014-W24,Liberia,Lofa,Confirmed,,0,7
2014-W25,Liberia,Lofa,Confirmed,,0,9
2014-W26,Liberia,Lofa,Confirmed,,0,3
2014-W27,Liberia,Lofa,Confirmed,,0,1
2014-W28,Liberia,Lofa,Confirmed,,0,2
2014-W29,Liberia,Lofa,Confirmed,,0,0
2014-W30,Liberia,Lofa,Confirmed,,0,5
2014-W31,Liberia,Lofa,Confirmed,,0,20
2014-W32,Liberia,Lofa,Confirmed,,0,5
2014-W33,Liberia,Lofa,Confirmed,,0,42
2014-W34,Liberia,Lofa,Confirmed,,0,55
2014-W35,Liberia,Lofa,Confirmed,,0,41
2014-W36,Liberia,Lofa,Confirmed,,0,34
2014-W37,Liberia,Lofa,Confirmed,,0,10
2014-W38,Liberia,Lofa,Confirmed,,0,11
2014-W39,Liberia,Lofa,Confirmed,,0,13
NA,Liberia,Lofa,Confirmed,,0,4
2014-W01,Liberia,Lofa,Confirmed,,30,0
2014-W02,Liberia,Lofa,Confirmed,,30,0
2014-W04,Liberia,Lofa,Confirmed,,30,0
2014-W05,Liberia,Lofa,Confirmed,,30,0
2014-W06,Liberia,Lofa,Confirmed,,30,0
2014-W07,Liberia,Lofa,Confirmed,,30,0
2014-W08,Liberia,Lofa,Confirmed,,30,0
2014-W09,Liberia,Lofa,Confirmed,,30,0
2014-W10,Liberia,Lofa,Confirmed,,30,0
2014-W11,Liberia,Lofa,Confirmed,,30,0
2014-W12,Liberia,Lofa,Confirmed,,30,0
2014-W13,Liberia,Lofa,Confirmed,,30,0
2014-W14,Liberia,Lofa,Confirmed,,30,0
2014-W15,Liberia,Lofa,Confirmed,,30,0
2014-W16,Liberia,Lofa,Confirmed,,30,0
2014-W17,Liberia,Lofa,Confirmed,,30,0
2014-W18,Liberia,Lofa,Confirmed,,30,0
2014-W19,Liberia,Lofa,Confirmed,,30,0
2014-W20,Liberia,Lofa,Confirmed,,30,0
2014-W21,Liberia,Lofa,Confirmed,,30,0
2014-W22,Liberia,Lofa,Confirmed,,30,0
2014-W23,Liberia,Lofa,Confirmed,,30,0
2014-W24,Liberia,Lofa,Confirmed,,30,1
2014-W25,Liberia,Lofa,Confirmed,,30,0
2014-W26,Liberia,Lofa,Confirmed,,30,0
2014-W27,Liberia,Lofa,Confirmed,,30,0
2014-W28,Liberia,Lofa,Confirmed,,30,0
2014-W29,Liberia,Lofa,Confirmed,,30,0
2014-W30,Liberia,Lofa,Confirmed,,30,0
2014-W31,Liberia,Lofa,Confirmed,,30,0
2014-W32,Liberia,Lofa,Confirmed,,30,0
2014-W33,Liberia,Lofa,Confirmed,,30,0
2014-W34,Liberia,Lofa,Confirmed,,30,0
2014-W35,Liberia,Lofa,Confirmed,,30,0
2014-W36,Liberia,Lofa,Confirmed,,30,0
2014-W37,Liberia,Lofa,Confirmed,,30,0
2014-W38,Liberia,Lofa,Confirmed,,30,0
2014-W39,Liberia,Lofa,Confirmed,,30,0
NA,Liberia,Lofa,Confirmed,,30,0
2014-W01,Liberia,Lofa,Probable,Female,0,0
2014-W02,Liberia,Lofa,Probable,Female,0,0
2014-W04,Liberia,Lofa,Probable,Female,0,0
2014-W05,Liberia,Lofa,Probable,Female,0,0
2014-W06,Liberia,Lofa,Probable,Female,0,0
2014-W07,Liberia,Lofa,Probable,Female,0,0
2014-W08,Liberia,Lofa,Probable,Female,0,0
2014-W09,Liberia,Lofa,Probable,Female,0,0
2014-W10,Liberia,Lofa,Probable,Female,0,0
2014-W11,Liberia,Lofa,Probable,Female,0,0
2014-W12,Liberia,Lofa,Probable,Female,0,0
2014-W13,Liberia,Lofa,Probable,Female,0,0
2014-W14,Liberia,Lofa,Probable,Female,0,1
2014-W15,Liberia,Lofa,Probable,Female,0,0
2014-W16,Liberia,Lofa,Probable,Female,0,0
2014-W17,Liberia,Lofa,Probable,Female,0,0
2014-W18,Liberia,Lofa,Probable,Female,0,0
2014-W19,Liberia,Lofa,Probable,Female,0,0
2014-W20,Liberia,Lofa,Probable,Female,0,0
2014-W21,Liberia,Lofa,Probable,Female,0,0
2014-W22,Liberia,Lofa,Probable,Female,0,0
2014-W23,Liberia,Lofa,Probable,Female,0,0
2014-W24,Liberia,Lofa,Probable,Female,0,0
2014-W25,Liberia,Lofa,Probable,Female,0,0
2014-W26,Liberia,Lofa,Probable,Female,0,0
2014-W27,Liberia,Lofa,Probable,Female,0,0
2014-W28,Liberia,Lofa,Probable,Female,0,0
2014-W29,Liberia,Lofa,Probable,Female,0,0
2014-W30,Liberia,Lofa,Probable,Female,0,0
2014-W31,Liberia,Lofa,Probable,Female,0,0
2014-W32,Liberia,Lofa,Probable,Female,0,0
2014-W33,Liberia,Lofa,Probable,Female,0,0
2014-W34,Liberia,Lofa,Probable,Female,0,0
2014-W35,Liberia,Lofa,Probable,Female,0,0
2014-W36,Liberia,Lofa,Probable,Female,0,0
2014-W37,Liberia,Lofa,Probable,Female,0,0
2014-W38,Liberia,Lofa,Probable,Female,0,0
2014-W39,Liberia,Lofa,Probable,Female,0,0
NA,Liberia,Lofa,Probable,Female,0,0
2014-W01,Liberia,Lofa,Probable,Female,19,0
2014-W02,Liberia,Lofa,Probable,Female,19,0
2014-W04,Liberia,Lofa,Probable,Female,19,0
2014-W05,Liberia,Lofa,Probable,Female,19,0
2014-W06,Liberia,Lofa,Probable,Female,19,0
2014-W07,Liberia,Lofa,Probable,Female,19,0
2014-W08,Liberia,Lofa,Probable,Female,19,0
2014-W09,Liberia,Lofa,Probable,Female,19,0
2014-W10,Liberia,Lofa,Probable,Female,19,0
2014-W11,Liberia,Lofa,Probable,Female,19,0
2014-W12,Liberia,Lofa,Probable,Female,19,0
2014-W13,Liberia,Lofa,Probable,Female,19,0
2014-W14,Liberia,Lofa,Probable,Female,19,0
2014-W15,Liberia,Lofa,Probable,Female,19,1
2014-W16,Liberia,Lofa,Probable,Female,19,0
2014-W17,Liberia,Lofa,Probable,Female,19,0
2014-W18,Liberia,Lofa,Probable,Female,19,0
2014-W19,Liberia,Lofa,Probable,Female,19,0
2014-W20,Liberia,Lofa,Probable,Female,19,0
2014-W21,Liberia,Lofa,Probable,Female,19,0
2014-W22,Liberia,Lofa,Probable,Female,19,0
2014-W23,Liberia,Lofa,Probable,Female,19,0
2014-W24,Liberia,Lofa,Probable,Female,19,0
2014-W25,Liberia,Lofa,Probable,Female,19,0
2014-W26,Liberia,Lofa,Probable,Female,19,0
2014-W27,Liberia,Lofa,Probable,Female,19,0
2014-W28,Liberia,Lofa,Probable,Female,19,0
2014-W29,Liberia,Lofa,Probable,Female,19,0
2014-W30,Liberia,Lofa,Probable,Female,19,0
2014-W31,Liberia,Lofa,Probable,Female,19,0
2014-W32,Liberia,Lofa,Probable,Female,19,0
2014-W33,Liberia,Lofa,Probable,Female,19,0
2014-W34,Liberia,Lofa,Probable,Female,19,0
2014-W35,Liberia,Lofa,Probable,Female,19,0
2014-W36,Liberia,Lofa,Probable,Female,19,0
2014-W37,Liberia,Lofa,Probable,Female,19,0
2014-W38,Liberia,Lofa,Probable,Female,19,0
2014-W39,Liberia,Lofa,Probable,Female,19,0
NA,Liberia,Lofa,Probable,Female,19,0
2014-W01,Guinea,Conakry,Confirmed,Female,57,0
2014-W02,Guinea,Conakry,Confirmed,Female,57,0
2014-W04,Guinea,Conakry,Confirmed,Female,57,0
2014-W05,Guinea,Conakry,Confirmed,Female,57,0
2014-W06,Guinea,Conakry,Confirmed,Female,57,0
2014-W07,Guinea,Conakry,Confirmed,Female,57,0
2014-W08,Guinea,Conakry,Confirmed,Female,57,0
2014-W09,Guinea,Conakry,Confirmed,Female,57,0
2014-W10,Guinea,Conakry,Confirmed,Female,57,0
2014-W11,Guinea,Conakry,Confirmed,Female,57,0
2014-W12,Guinea,Conakry,Confirmed,Female,57,0
2014-W13,Guinea,Conakry,Confirmed,Female,57,0
2014-W14,Guinea,Conakry,Confirmed,Female,57,0
2014-W15,Guinea,Conakry,Confirmed,Female,57,0
2014-W16,Guinea,Conakry,Confirmed,Female,57,0
2014-W17,Guinea,Conakry,Confirmed,Female,57,0
2014-W18,Guinea,Conakry,Confirmed,Female,57,0
2014-W19,Guinea,Conakry,Confirmed,Female,57,0
2014-W20,Guinea,Conakry,Confirmed,Female,57,0
2014-W21,Guinea,Conakry,Confirmed,Female,57,0
2014-W22,Guinea,Conakry,Confirmed,Female,57,0
2014-W23,Guinea,Conakry,Confirmed,Female,57,0
2014-W24,Guinea,Conakry,Confirmed,Female,57,0
2014-W25,Guinea,Conakry,Confirmed,Female,57,0
2014-W26,Guinea,Conakry,Confirmed,Female,57,0
2014-W27,Guinea,Conakry,Confirmed,Female,57,0
2014-W28,Guinea,Conakry,Confirmed,Female,57,0
2014-W29,Guinea,Conakry,Confirmed,Female,57,0
2014-W30,Guinea,Conakry,Confirmed,Female,57,1
2014-W31,Guinea,Conakry,Confirmed,Female,57,0
2014-W32,Guinea,Conakry,Confirmed,Female,57,0
2014-W33,Guinea,Conakry,Confirmed,Female,57,0
2014-W34,Guinea,Conakry,Confirmed,Female,57,0
2014-W35,Guinea,Conakry,Confirmed,Female,57,0
2014-W36,Guinea,Conakry,Confirmed,Female,57,0
2014-W37,Guinea,Conakry,Confirmed,Female,57,0
2014-W38,Guinea,Conakry,Confirmed,Female,57,0
2014-W39,Guinea,Conakry,Confirmed,Female,57,0
NA,Guinea,Conakry,Confirmed,Female,57,0
2014-W01,Liberia,Lofa,Probable,Male,39,0
2014-W02,Liberia,Lofa,Probable,Male,39,0
2014-W04,Liberia,Lofa,Probable,Male,39,0
2014-W05,Liberia,Lofa,Probable,Male,39,0
2014-W06,Liberia,Lofa,Probable,Male,39,0
2014-W07,Liberia,Lofa,Probable,Male,39,0
2014-W08,Liberia,Lofa,Probable,Male,39,0
2014-W09,Liberia,Lofa,Probable,Male,39,0
2014-W10,Liberia,Lofa,Probable,Male,39,0
2014-W11,Liberia,Lofa,Probable,Male,39,0
2014-W12,Liberia,Lofa,Probable,Male,39,0
2014-W13,Liberia,Lofa,Probable,Male,39,0
2014-W14,Liberia,Lofa,Probable,Male,39,0
2014-W15,Liberia,Lofa,Probable,Male,39,0
2014-W16,Liberia,Lofa,Probable,Male,39,0
2014-W17,Liberia,Lofa,Probable,Male,39,0
2014-W18,Liberia,Lofa,Probable,Male,39,0
2014-W19,Liberia,Lofa,Probable,Male,39,0
2014-W20,Liberia,Lofa,Probable,Male,39,0
2014-W21,Liberia,Lofa,Probable,Male,39,0
2014-W22,Liberia,Lofa,Probable,Male,39,0
2014-W23,Liberia,Lofa,Probable,Male,39,0
2014-W24,Liberia,Lofa,Probable,Male,39,0
2014-W25,Liberia,Lofa,Probable,Male,39,0
2014-W26,Liberia,Lofa,Probable,Male,39,0
2014-W27,Liberia,Lofa,Probable,Male,39,1
2014-W28,Liberia,Lofa,Probable,Male,39,0
2014-W29,Liberia,Lofa,Probable,Male,39,0
2014-W30,Liberia,Lofa,Probable,Male,39,0
2014-W31,Liberia,Lofa,Probable,Male,39,0
2014-W32,Liberia,Lofa,Probable,Male,39,0
2014-W33,Liberia,Lofa,Probable,Male,39,0
2014-W34,Liberia,Lofa,Probable,Male,39,0
2014-W35,Liberia,Lofa,Probable,Male,39,0
2014-W36,Liberia,Lofa,Probable,Male,39,0
2014-W37,Liberia,Lofa,Probable,Male,39,0
2014-W38,Liberia,Lofa,Probable,Male,39,0
2014-W39,Liberia,Lofa,Probable,Male,39,0
NA,Liberia,Lofa,Probable,Male,39,0
2014-W01,Liberia,Lofa,Probable,,0,0
2014-W02,Liberia,Lofa,Probable,,0,0
2014-W04,Liberia,Lofa,Probable,,0,0
2014-W05,Liberia,Lofa,Probable,,0,0
2014-W06,Liberia,Lofa,Probable,,0,0
2014-W07,Liberia,Lofa,Probable,,0,0
2014-W08,Liberia,Lofa,Probable,,0,0
2014-W09,Liberia,Lofa,Probable,,0,0
2014-W10,Liberia,Lofa,Probable,,0,0
2014-W11,Liberia,Lofa,Probable,,0,0
2014-W12,Liberia,Lofa,Probable,,0,0
2014-W13,Liberia,Lofa,Probable,,0,0
2014-W14,Liberia,Lofa,Probable,,0,0
2014-W15,Liberia,Lofa,Probable,,0,0
2014-W16,Liberia,Lofa,Probable,,0,0
2014-W17,Liberia,Lofa,Probable,,0,0
2014-W18,Liberia,Lofa,Probable,,0,0
2014-W19,Liberia,Lofa,Probable,,0,0
2014-W20,Liberia,Lofa,Probable,,0,0
2014-W21,Liberia,Lofa,Probable,,0,0
2014-W22,Liberia,Lofa,Probable,,0,0
2014-W23,Liberia,Lofa,Probable,,0,0
2014-W24,Liberia,Lofa,Probable,,0,0
2014-W25,Liberia,Lofa,Probable,,0,0
2014-W26,Liberia,Lofa,Probable,,0,0
2014-W27,Liberia,Lofa,Probable,,0,0
2014-W28,Liberia,Lofa,Probable,,0,4
2014-W29,Liberia,Lofa,Probable,,0,17
2014-W30,Liberia,Lofa,Probable,,0,25
2014-W31,Liberia,Lofa,Probable,,0,71
2014-W32,Liberia,Lofa,Probable,,0,41
2014-W33,Liberia,Lofa,Probable,,0,59
2014-W34,Liberia,Lofa,Probable,,0,50
2014-W35,Liberia,Lofa,Probable,,0,47
2014-W36,Liberia,Lofa,Probable,,0,34
2014-W37,Liberia,Lofa,Probable,,0,28
2014-W38,Liberia,Lofa,Probable,,0,29
2014-W39,Liberia,Lofa,Probable,,0,26
NA,Liberia,Lofa,Probable,,0,11
2014-W01,Liberia,Lofa,Suspected,Female,0,0
2014-W02,Liberia,Lofa,Suspected,Female,0,0
2014-W04,Liberia,Lofa,Suspected,Female,0,0
2014-W05,Liberia,Lofa,Suspected,Female,0,0
2014-W06,Liberia,Lofa,Suspected,Female,0,0
2014-W07,Liberia,Lofa,Suspected,Female,0,0
2014-W08,Liberia,Lofa,Suspected,Female,0,0
2014-W09,Liberia,Lofa,Suspected,Female,0,0
2014-W10,Liberia,Lofa,Suspected,Female,0,0
2014-W11,Liberia,Lofa,Suspected,Female,0,0
2014-W12,Liberia,Lofa,Suspected,Female,0,0
2014-W13,Liberia,Lofa,Suspected,Female,0,0
2014-W14,Liberia,Lofa,Suspected,Female,0,0
2014-W15,Liberia,Lofa,Suspected,Female,0,0
2014-W16,Liberia,Lofa,Suspected,Female,0,0
2014-W17,Liberia,Lofa,Suspected,Female,0,0
2014-W18,Liberia,Lofa,Suspected,Female,0,0
2014-W19,Liberia,Lofa,Suspected,Female,0,0
2014-W20,Liberia,Lofa,Suspected,Female,0,0
2014-W21,Liberia,Lofa,Suspected,Female,0,0
2014-W22,Liberia,Lofa,Suspected,Female,0,0
2014-W23,Liberia,Lofa,Suspected,Female,0,0
2014-W24,Liberia,Lofa,Suspected,Female,0,1
2014-W25,Liberia,Lofa,Suspected,Female,0,2
2014-W26,Liberia,Lofa,Suspected,Female,0,0
2014-W27,Liberia,Lofa,Suspected,Female,0,0
2014-W28,Liberia,Lofa,Suspected,Female,0,0
2014-W29,Liberia,Lofa,Suspected,Female,0,0
2014-W30,Liberia,Lofa,Suspected,Female,0,0
2014-W31,Liberia,Lofa,Suspected,Female,0,0
2014-W32,Liberia,Lofa,Suspected,Female,0,0
2014-W33,Liberia,Lofa,Suspected,Female,0,0
2014-W34,Liberia,Lofa,Suspected,Female,0,0
2014-W35,Liberia,Lofa,Suspected,Female,0,0
2014-W36,Liberia,Lofa,Suspected,Female,0,0
2014-W37,Liberia,Lofa,Suspected,Female,0,0
2014-W38,Liberia,Lofa,Suspected,Female,0,0
2014-W39,Liberia,Lofa,Suspected,Female,0,0
NA,Liberia,Lofa,Suspected,Female,0,0
2014-W01,Liberia,Lofa,Suspected,Female,50,0
2014-W02,Liberia,Lofa,Suspected,Female,50,0
2014-W04,Liberia,Lofa,Suspected,Female,50,0
2014-W05,Liberia,Lofa,Suspected,Female,50,0
2014-W06,Liberia,Lofa,Suspected,Female,50,0
2014-W07,Liberia,Lofa,Suspected,Female,50,0
2014-W08,Liberia,Lofa,Suspected,Female,50,0
2014-W09,Liberia,Lofa,Suspected,Female,50,0
2014-W10,Liberia,Lofa,Suspected,Female,50,0
2014-W11,Liberia,Lofa,Suspected,Female,50,0
2014-W12,Liberia,Lofa,Suspected,Female,50,1
2014-W13,Liberia,Lofa,Suspected,Female,50,0
2014-W14,Liberia,Lofa,Suspected,Female,50,0
2014-W15,Liberia,Lofa,Suspected,Female,50,0
2014-W16,Liberia,Lofa,Suspected,Female,50,0
2014-W17,Liberia,Lofa,Suspected,Female,50,0
2014-W18,Liberia,Lofa,Suspected,Female,50,0
2014-W19,Liberia,Lofa,Suspected,Female,50,0
2014-W20,Liberia,Lofa,Suspected,Female,50,0
2014-W21,Liberia,Lofa,Suspected,Female,50,0
2014-W22,Liberia,Lofa,Suspected,Female,50,0
2014-W23,Liberia,Lofa,Suspected,Female,50,0
2014-W24,Liberia,Lofa,Suspected,Female,50,0
2014-W25,Liberia,Lofa,Suspected,Female,50,0
2014-W26,Liberia,Lofa,Suspected,Female,50,0
2014-W27,Liberia,Lofa,Suspected,Female,50,0
2014-W28,Liberia,Lofa,Suspected,Female,50,0
2014-W29,Liberia,Lofa,Suspected,Female,50,0
2014-W30,Liberia,Lofa,Suspected,Female,50,0
2014-W31,Liberia,Lofa,Suspected,Female,50,0
2014-W32,Liberia,Lofa,Suspected,Female,50,0
2014-W33,Liberia,Lofa,Suspected,Female,50,0
2014-W34,Liberia,Lofa,Suspected,Female,50,0
2014-W35,Liberia,Lofa,Suspected,Female,50,0
2014-W36,Liberia,Lofa,Suspected,Female,50,0
2014-W37,Liberia,Lofa,Suspected,Female,50,0
2014-W38,Liberia,Lofa,Suspected,Female,50,0
2014-W39,Liberia,Lofa,Suspected,Female,50,0
NA,Liberia,Lofa,Suspected,Female,50,0
2014-W01,Liberia,Lofa,Suspected,Female,65,0
2014-W02,Liberia,Lofa,Suspected,Female,65,0
2014-W04,Liberia,Lofa,Suspected,Female,65,0
2014-W05,Liberia,Lofa,Suspected,Female,65,0
2014-W06,Liberia,Lofa,Suspected,Female,65,0
2014-W07,Liberia,Lofa,Suspected,Female,65,0
2014-W08,Liberia,Lofa,Suspected,Female,65,0
2014-W09,Liberia,Lofa,Suspected,Female,65,0
2014-W10,Liberia,Lofa,Suspected,Female,65,0
2014-W11,Liberia,Lofa,Suspected,Female,65,0
2014-W12,Liberia,Lofa,Suspected,Female,65,0
2014-W13,Liberia,Lofa,Suspected,Female,65,0
2014-W14,Liberia,Lofa,Suspected,Female,65,0
2014-W15,Liberia,Lofa,Suspected,Female,65,0
2014-W16,Liberia,Lofa,Suspected,Female,65,0
2014-W17,Liberia,Lofa,Suspected,Female,65,0
2014-W18,Liberia,Lofa,Suspected,Female,65,0
2014-W19,Liberia,Lofa,Suspected,Female,65,0
2014-W20,Liberia,Lofa,Suspected,Female,65,0
2014-W21,Liberia,Lofa,Suspected,Female,65,0
2014-W22,Liberia,Lofa,Suspected,Female,65,0
2014-W23,Liberia,Lofa,Suspected,Female,65,0
2014-W24,Liberia,Lofa,Suspected,Female,65,0
2014-W25,Liberia,Lofa,Suspected,Female,65,0
2014-W26,Liberia,Lofa,Suspected,Female,65,1
2014-W27,Liberia,Lofa,Suspected,Female,65,0
2014-W28,Liberia,Lofa,Suspected,Female,65,0
2014-W29,Liberia,Lofa,Suspected,Female,65,0
2014-W30,Liberia,Lofa,Suspected,Female,65,0
2014-W31,Liberia,Lofa,Suspected,Female,65,0
2014-W32,Liberia,Lofa,Suspected,Female,65,0
2014-W33,Liberia,Lofa,Suspected,Female,65,0
2014-W34,Liberia,Lofa,Suspected,Female,65,0
2014-W35,Liberia,Lofa,Suspected,Female,65,0
2014-W36,Liberia,Lofa,Suspected,Female,65,0
2014-W37,Liberia,Lofa,Suspected,Female,65,0
2014-W38,Liberia,Lofa,Suspected,Female,65,0
2014-W39,Liberia,Lofa,Suspected,Female,65,0
NA,Liberia,Lofa,Suspected,Female,65,0
2014-W01,Liberia,Lofa,Suspected,Male,0,0
2014-W02,Liberia,Lofa,Suspected,Male,0,0
2014-W04,Liberia,Lofa,Suspected,Male,0,0
2014-W05,Liberia,Lofa,Suspected,Male,0,0
2014-W06,Liberia,Lofa,Suspected,Male,0,0
2014-W07,Liberia,Lofa,Suspected,Male,0,0
2014-W08,Liberia,Lofa,Suspected,Male,0,0
2014-W09,Liberia,Lofa,Suspected,Male,0,0
2014-W10,Liberia,Lofa,Suspected,Male,0,0
2014-W11,Liberia,Lofa,Suspected,Male,0,0
2014-W12,Liberia,Lofa,Suspected,Male,0,0
2014-W13,Liberia,Lofa,Suspected,Male,0,0
2014-W14,Liberia,Lofa,Suspected,Male,0,0
2014-W15,Liberia,Lofa,Suspected,Male,0,0
2014-W16,Liberia,Lofa,Suspected,Male,0,0
2014-W17,Liberia,Lofa,Suspected,Male,0,0
2014-W18,Liberia,Lofa,Suspected,Male,0,0
2014-W19,Liberia,Lofa,Suspected,Male,0,0
2014-W20,Liberia,Lofa,Suspected,Male,0,0
2014-W21,Liberia,Lofa,Suspected,Male,0,0
2014-W22,Liberia,Lofa,Suspected,Male,0,0
2014-W23,Liberia,Lofa,Suspected,Male,0,0
2014-W24,Liberia,Lofa,Suspected,Male,0,0
2014-W25,Liberia,Lofa,Suspected,Male,0,2
2014-W26,Liberia,Lofa,Suspected,Male,0,0
2014-W27,Liberia,Lofa,Suspected,Male,0,0
2014-W28,Liberia,Lofa,Suspected,Male,0,0
2014-W29,Liberia,Lofa,Suspected,Male,0,0
2014-W30,Liberia,Lofa,Suspected,Male,0,0
2014-W31,Liberia,Lofa,Suspected,Male,0,0
2014-W32,Liberia,Lofa,Suspected,Male,0,0
2014-W33,Liberia,Lofa,Suspected,Male,0,0
2014-W34,Liberia,Lofa,Suspected,Male,0,0
2014-W35,Liberia,Lofa,Suspected,Male,0,0
2014-W36,Liberia,Lofa,Suspected,Male,0,0
2014-W37,Liberia,Lofa,Suspected,Male,0,0
2014-W38,Liberia,Lofa,Suspected,Male,0,0
2014-W39,Liberia,Lofa,Suspected,Male,0,0
NA,Liberia,Lofa,Suspected,Male,0,0
2014-W01,Liberia,Lofa,Suspected,Male,42,0
2014-W02,Liberia,Lofa,Suspected,Male,42,0
2014-W04,Liberia,Lofa,Suspected,Male,42,0
2014-W05,Liberia,Lofa,Suspected,Male,42,0
2014-W06,Liberia,Lofa,Suspected,Male,42,0
2014-W07,Liberia,Lofa,Suspected,Male,42,0
2014-W08,Liberia,Lofa,Suspected,Male,42,0
2014-W09,Liberia,Lofa,Suspected,Male,42,0
2014-W10,Liberia,Lofa,Suspected,Male,42,0
2014-W11,Liberia,Lofa,Suspected,Male,42,0
2014-W12,Liberia,Lofa,Suspected,Male,42,0
2014-W13,Liberia,Lofa,Suspected,Male,42,0
2014-W14,Liberia,Lofa,Suspected,Male,42,0
2014-W15,Liberia,Lofa,Suspected,Male,42,0
2014-W16,Liberia,Lofa,Suspected,Male,42,0
2014-W17,Liberia,Lofa,Suspected,Male,42,0
2014-W18,Liberia,Lofa,Suspected,Male,42,0
2014-W19,Liberia,Lofa,Suspected,Male,42,0
2014-W20,Liberia,Lofa,Suspected,Male,42,0
2014-W21,Liberia,Lofa,Suspected,Male,42,0
2014-W22,Liberia,Lofa,Suspected,Male,42,0
2014-W23,Liberia,Lofa,Suspected,Male,42,0
2014-W24,Liberia,Lofa,Suspected,Male,42,0
2014-W25,Liberia,Lofa,Suspected,Male,42,0
2014-W26,Liberia,Lofa,Suspected,Male,42,1
2014-W27,Liberia,Lofa,Suspected,Male,42,0
2014-W28,Liberia,Lofa,Suspected,Male,42,0
2014-W29,Liberia,Lofa,Suspected,Male,42,0
2014-W30,Liberia,Lofa,Suspected,Male,42,0
2014-W31,Liberia,Lofa,Suspected,Male,42,0
2014-W32,Liberia,Lofa,Suspected,Male,42,0
2014-W33,Liberia,Lofa,Suspected,Male,42,0
2014-W34,Liberia,Lofa,Suspected,Male,42,0
2014-W35,Liberia,Lofa,Suspected,Male,42,0
2014-W36,Liberia,Lofa,Suspected,Male,42,0
2014-W37,Liberia,Lofa,Suspected,Male,42,0
2014-W38,Liberia,Lofa,Suspected,Male,42,0
2014-W39,Liberia,Lofa,Suspected,Male,42,0
NA,Liberia,Lofa,Suspected,Male,42,0
2014-W01,Liberia,Lofa,Suspected,Male,50,0
2014-W02,Liberia,Lofa,Suspected,Male,50,0
2014-W04,Liberia,Lofa,Suspected,Male,50,0
2014-W05,Liberia,Lofa,Suspected,Male,50,0
