EpiWeek,Country,District,EpiCaseDef,Gender,Age,Value
2014-W26,Guinea,Macenta,Confirmed,Female,55,0
2014-W27,Guinea,Macenta,Confirmed,Female,55,0
2014-W28,Guinea,Macenta,Confirmed,Female,55,0
2014-W29,Guinea,Macenta,Confirmed,Female,55,0
2014-W30,Guinea,Macenta,Confirmed,Female,55,0
2014-W31,Guinea,Macenta,Confirmed,Female,55,0
2014-W32,Guinea,Macenta,Confirmed,Female,55,0
2014-W33,Guinea,Macenta,Confirmed,Female,55,0
2014-W34,Guinea,Macenta,Confirmed,Female,55,0
2014-W35,Guinea,Macenta,Confirmed,Female,55,0
2014-W36,Guinea,Macenta,Confirmed,Female,55,0
2014-W37,Guinea,Macenta,Confirmed,Female,55,0
2014-W38,Guinea,Macenta,Confirmed,Female,55,0
2014-W39,Guinea,Macenta,Confirmed,Female,55,0
NA,Guinea,Macenta,Confirmed,Female,55,0
2014-W01,Guinea,Macenta,Confirmed,Female,57,0
2014-W02,Guinea,Macenta,Confirmed,Female,57,0
2014-W04,Guinea,Macenta,Confirmed,Female,57,0
2014-W05,Guinea,Macenta,Confirmed,Female,57,0
2014-W06,Guinea,Macenta,Confirmed,Female,57,0
2014-W07,Guinea,Macenta,Confirmed,Female,57,0
2014-W08,Guinea,Macenta,Confirmed,Female,57,0
2014-W09,Guinea,Macenta,Confirmed,Female,57,0
2014-W10,Guinea,Macenta,Confirmed,Female,57,0
2014-W11,Guinea,Macenta,Confirmed,Female,57,0
2014-W12,Guinea,Macenta,Confirmed,Female,57,0
2014-W13,Guinea,Macenta,Confirmed,Female,57,0
2014-W14,Guinea,Macenta,Confirmed,Female,57,0
2014-W15,Guinea,Macenta,Confirmed,Female,57,0
2014-W16,Guinea,Macenta,Confirmed,Female,57,0
2014-W17,Guinea,Macenta,Confirmed,Female,57,0
2014-W18,Guinea,Macenta,Confirmed,Female,57,0
2014-W19,Guinea,Macenta,Confirmed,Female,57,0
2014-W20,Guinea,Macenta,Confirmed,Female,57,0
2014-W21,Guinea,Macenta,Confirmed,Female,57,1
2014-W22,Guinea,Macenta,Confirmed,Female,57,0
2014-W23,Guinea,Macenta,Confirmed,Female,57,0
2014-W24,Guinea,Macenta,Confirmed,Female,57,0
2014-W25,Guinea,Macenta,Confirmed,Female,57,0
2014-W26,Guinea,Macenta,Confirmed,Female,57,0
2014-W27,Guinea,Macenta,Confirmed,Female,57,0
2014-W28,Guinea,Macenta,Confirmed,Female,57,0
2014-W29,Guinea,Macenta,Confirmed,Female,57,0
2014-W30,Guinea,Macenta,Confirmed,Female,57,0
2014-W31,Guinea,Macenta,Confirmed,Female,57,0
2014-W32,Guinea,Macenta,Confirmed,Female,57,0
2014-W33,Guinea,Macenta,Confirmed,Female,57,0
2014-W34,Guinea,Macenta,Confirmed,Female,57,0
2014-W35,Guinea,Macenta,Confirmed,Female,57,0
2014-W36,Guinea,Macenta,Confirmed,Female,57,0
2014-W37,Guinea,Macenta,Confirmed,Female,57,0
2014-W38,Guinea,Macenta,Confirmed,Female,57,0
2014-W39,Guinea,Macenta,Confirmed,Female,57,0
NA,Guinea,Macenta,Confirmed,Female,57,0
2014-W01,Guinea,Conakry,Confirmed,Female,25,0
2014-W02,Guinea,Conakry,Confirmed,Female,25,0
2014-W04,Guinea,Conakry,Confirmed,Female,25,0
2014-W05,Guinea,Conakry,Confirmed,Female,25,0
2014-W06,Guinea,Conakry,Confirmed,Female,25,0
2014-W07,Guinea,Conakry,Confirmed,Female,25,0
2014-W08,Guinea,Conakry,Confirmed,Female,25,0
2014-W09,Guinea,Conakry,Confirmed,Female,25,0
2014-W10,Guinea,Conakry,Confirmed,Female,25,0
2014-W11,Guinea,Conakry,Confirmed,Female,25,0
2014-W12,Guinea,Conakry,Confirmed,Female,25,0
2014-W13,Guinea,Conakry,Confirmed,Female,25,0
2014-W14,Guinea,Conakry,Confirmed,Female,25,0
2014-W15,Guinea,Conakry,Confirmed,Female,25,0
2014-W16,Guinea,Conakry,Confirmed,Female,25,0
2014-W17,Guinea,Conakry,Confirmed,Female,25,0
2014-W18,Guinea,Conakry,Confirmed,Female,25,0
2014-W19,Guinea,Conakry,Confirmed,Female,25,0
2014-W20,Guinea,Conakry,Confirmed,Female,25,0
2014-W21,Guinea,Conakry,Confirmed,Female,25,0
2014-W22,Guinea,Conakry,Confirmed,Female,25,0
2014-W23,Guinea,Conakry,Confirmed,Female,25,0
2014-W24,Guinea,Conakry,Confirmed,Female,25,0
2014-W25,Guinea,Conakry,Confirmed,Female,25,0
2014-W26,Guinea,Conakry,Confirmed,Female,25,0
2014-W27,Guinea,Conakry,Confirmed,Female,25,0
2014-W28,Guinea,Conakry,Confirmed,Female,25,0
2014-W29,Guinea,Conakry,Confirmed,Female,25,0
2014-W30,Guinea,Conakry,Confirmed,Female,25,0
2014-W31,Guinea,Conakry,Confirmed,Female,25,0
2014-W32,Guinea,Conakry,Confirmed,Female,25,1
2014-W33,Guinea,Conakry,Confirmed,Female,25,0
2014-W34,Guinea,Conakry,Confirmed,Female,25,0
2014-W35,Guinea,Conakry,Confirmed,Female,25,0
2014-W36,Guinea,Conakry,Confirmed,Female,25,0
2014-W37,Guinea,Conakry,Confirmed,Female,25,0
2014-W38,Guinea,Conakry,Confirmed,Female,25,0
2014-W39,Guinea,Conakry,Confirmed,Female,25,0
NA,Guinea,Conakry,Confirmed,Female,25,0
2014-W01,Guinea,Macenta,Confirmed,Female,6,0
2014-W02,Guinea,Macenta,Confirmed,Female,6,0
2014-W04,Guinea,Macenta,Confirmed,Female,6,0
2014-W05,Guinea,Macenta,Confirmed,Female,6,0
2014-W06,Guinea,Macenta,Confirmed,Female,6,0
2014-W07,Guinea,Macenta,Confirmed,Female,6,0
2014-W08,Guinea,Macenta,Confirmed,Female,6,0
2014-W09,Guinea,Macenta,Confirmed,Female,6,0
2014-W10,Guinea,Macenta,Confirmed,Female,6,0
2014-W11,Guinea,Macenta,Confirmed,Female,6,0
2014-W12,Guinea,Macenta,Confirmed,Female,6,0
2014-W13,Guinea,Macenta,Confirmed,Female,6,0
2014-W14,Guinea,Macenta,Confirmed,Female,6,0
2014-W15,Guinea,Macenta,Confirmed,Female,6,0
2014-W16,Guinea,Macenta,Confirmed,Female,6,0
2014-W17,Guinea,Macenta,Confirmed,Female,6,0
2014-W18,Guinea,Macenta,Confirmed,Female,6,0
2014-W19,Guinea,Macenta,Confirmed,Female,6,0
2014-W20,Guinea,Macenta,Confirmed,Female,6,0
2014-W21,Guinea,Macenta,Confirmed,Female,6,1
2014-W22,Guinea,Macenta,Confirmed,Female,6,0
2014-W23,Guinea,Macenta,Confirmed,Female,6,0
2014-W24,Guinea,Macenta,Confirmed,Female,6,0
2014-W25,Guinea,Macenta,Confirmed,Female,6,0
2014-W26,Guinea,Macenta,Confirmed,Female,6,0
2014-W27,Guinea,Macenta,Confirmed,Female,6,0
2014-W28,Guinea,Macenta,Confirmed,Female,6,0
2014-W29,Guinea,Macenta,Confirmed,Female,6,0
2014-W30,Guinea,Macenta,Confirmed,Female,6,0
2014-W31,Guinea,Macenta,Confirmed,Female,6,0
2014-W32,Guinea,Macenta,Confirmed,Female,6,0
2014-W33,Guinea,Macenta,Confirmed,Female,6,0
2014-W34,Guinea,Macenta,Confirmed,Female,6,0
2014-W35,Guinea,Macenta,Confirmed,Female,6,0
2014-W36,Guinea,Macenta,Confirmed,Female,6,0
2014-W37,Guinea,Macenta,Confirmed,Female,6,0
2014-W38,Guinea,Macenta,Confirmed,Female,6,0
2014-W39,Guinea,Macenta,Confirmed,Female,6,0
NA,Guinea,Macenta,Confirmed,Female,6,0
2014-W01,Guinea,Macenta,Confirmed,Female,62,0
2014-W02,Guinea,Macenta,Confirmed,Female,62,0
2014-W04,Guinea,Macenta,Confirmed,Female,62,0
2014-W05,Guinea,Macenta,Confirmed,Female,62,0
2014-W06,Guinea,Macenta,Confirmed,Female,62,0
2014-W07,Guinea,Macenta,Confirmed,Female,62,0
2014-W08,Guinea,Macenta,Confirmed,Female,62,0
2014-W09,Guinea,Macenta,Confirmed,Female,62,0
2014-W10,Guinea,Macenta,Confirmed,Female,62,0
2014-W11,Guinea,Macenta,Confirmed,Female,62,0
2014-W12,Guinea,Macenta,Confirmed,Female,62,0
2014-W13,Guinea,Macenta,Confirmed,Female,62,0
2014-W14,Guinea,Macenta,Confirmed,Female,62,1
2014-W15,Guinea,Macenta,Confirmed,Female,62,0
2014-W16,Guinea,Macenta,Confirmed,Female,62,0
2014-W17,Guinea,Macenta,Confirmed,Female,62,0
2014-W18,Guinea,Macenta,Confirmed,Female,62,0
2014-W19,Guinea,Macenta,Confirmed,Female,62,0
2014-W20,Guinea,Macenta,Confirmed,Female,62,0
2014-W21,Guinea,Macenta,Confirmed,Female,62,0
2014-W22,Guinea,Macenta,Confirmed,Female,62,0
2014-W23,Guinea,Macenta,Confirmed,Female,62,0
2014-W24,Guinea,Macenta,Confirmed,Female,62,0
2014-W25,Guinea,Macenta,Confirmed,Female,62,0
2014-W26,Guinea,Macenta,Confirmed,Female,62,0
2014-W27,Guinea,Macenta,Confirmed,Female,62,0
2014-W28,Guinea,Macenta,Confirmed,Female,62,0
2014-W29,Guinea,Macenta,Confirmed,Female,62,0
2014-W30,Guinea,Macenta,Confirmed,Female,62,0
2014-W31,Guinea,Macenta,Confirmed,Female,62,0
2014-W32,Guinea,Macenta,Confirmed,Female,62,0
2014-W33,Guinea,Macenta,Confirmed,Female,62,0
2014-W34,Guinea,Macenta,Confirmed,Female,62,0
2014-W35,Guinea,Macenta,Confirmed,Female,62,0
2014-W36,Guinea,Macenta,Confirmed,Female,62,0
2014-W37,Guinea,Macenta,Confirmed,Female,62,0
2014-W38,Guinea,Macenta,Confirmed,Female,62,0
2014-W39,Guinea,Macenta,Confirmed,Female,62,0
NA,Guinea,Macenta,Confirmed,Female,62,0
2014-W01,Guinea,Macenta,Confirmed,Male,17,0
2014-W02,Guinea,Macenta,Confirmed,Male,17,0
2014-W04,Guinea,Macenta,Confirmed,Male,17,0
2014-W05,Guinea,Macenta,Confirmed,Male,17,0
2014-W06,Guinea,Macenta,Confirmed,Male,17,0
2014-W07,Guinea,Macenta,Confirmed,Male,17,0
2014-W08,Guinea,Macenta,Confirmed,Male,17,0
2014-W09,Guinea,Macenta,Confirmed,Male,17,0
2014-W10,Guinea,Macenta,Confirmed,Male,17,0
2014-W11,Guinea,Macenta,Confirmed,Male,17,1
2014-W12,Guinea,Macenta,Confirmed,Male,17,0
2014-W13,Guinea,Macenta,Confirmed,Male,17,0
2014-W14,Guinea,Macenta,Confirmed,Male,17,0
2014-W15,Guinea,Macenta,Confirmed,Male,17,0
2014-W16,Guinea,Macenta,Confirmed,Male,17,0
2014-W17,Guinea,Macenta,Confirmed,Male,17,0
2014-W18,Guinea,Macenta,Confirmed,Male,17,0
2014-W19,Guinea,Macenta,Confirmed,Male,17,0
2014-W20,Guinea,Macenta,Confirmed,Male,17,0
2014-W21,Guinea,Macenta,Confirmed,Male,17,0
2014-W22,Guinea,Macenta,Confirmed,Male,17,0
2014-W23,Guinea,Macenta,Confirmed,Male,17,0
2014-W24,Guinea,Macenta,Confirmed,Male,17,0
2014-W25,Guinea,Macenta,Confirmed,Male,17,0
2014-W26,Guinea,Macenta,Confirmed,Male,17,0
2014-W27,Guinea,Macenta,Confirmed,Male,17,0
2014-W28,Guinea,Macenta,Confirmed,Male,17,0
2014-W29,Guinea,Macenta,Confirmed,Male,17,0
2014-W30,Guinea,Macenta,Confirmed,Male,17,0
2014-W31,Guinea,Macenta,Confirmed,Male,17,0
2014-W32,Guinea,Macenta,Confirmed,Male,17,0
2014-W33,Guinea,Macenta,Confirmed,Male,17,0
2014-W34,Guinea,Macenta,Confirmed,Male,17,0
2014-W35,Guinea,Macenta,Confirmed,Male,17,0
2014-W36,Guinea,Macenta,Confirmed,Male,17,0
2014-W37,Guinea,Macenta,Confirmed,Male,17,0
2014-W38,Guinea,Macenta,Confirmed,Male,17,0
2014-W39,Guinea,Macenta,Confirmed,Male,17,0
NA,Guinea,Macenta,Confirmed,Male,17,0
2014-W01,Guinea,Macenta,Confirmed,Male,2,0
2014-W02,Guinea,Macenta,Confirmed,Male,2,0
2014-W04,Guinea,Macenta,Confirmed,Male,2,0
2014-W05,Guinea,Macenta,Confirmed,Male,2,0
2014-W06,Guinea,Macenta,Confirmed,Male,2,0
2014-W07,Guinea,Macenta,Confirmed,Male,2,0
2014-W08,Guinea,Macenta,Confirmed,Male,2,0
2014-W09,Guinea,Macenta,Confirmed,Male,2,0
2014-W10,Guinea,Macenta,Confirmed,Male,2,0
2014-W11,Guinea,Macenta,Confirmed,Male,2,0
2014-W12,Guinea,Macenta,Confirmed,Male,2,0
2014-W13,Guinea,Macenta,Confirmed,Male,2,0
2014-W14,Guinea,Macenta,Confirmed,Male,2,0
2014-W15,Guinea,Macenta,Confirmed,Male,2,0
2014-W16,Guinea,Macenta,Confirmed,Male,2,0
2014-W17,Guinea,Macenta,Confirmed,Male,2,0
2014-W18,Guinea,Macenta,Confirmed,Male,2,0
2014-W19,Guinea,Macenta,Confirmed,Male,2,0
2014-W20,Guinea,Macenta,Confirmed,Male,2,0
2014-W21,Guinea,Macenta,Confirmed,Male,2,0
2014-W22,Guinea,Macenta,Confirmed,Male,2,1
2014-W23,Guinea,Macenta,Confirmed,Male,2,0
2014-W24,Guinea,Macenta,Confirmed,Male,2,0
2014-W25,Guinea,Macenta,Confirmed,Male,2,0
2014-W26,Guinea,Macenta,Confirmed,Male,2,0
2014-W27,Guinea,Macenta,Confirmed,Male,2,0
2014-W28,Guinea,Macenta,Confirmed,Male,2,0
2014-W29,Guinea,Macenta,Confirmed,Male,2,0
2014-W30,Guinea,Macenta,Confirmed,Male,2,0
2014-W31,Guinea,Macenta,Confirmed,Male,2,0
2014-W32,Guinea,Macenta,Confirmed,Male,2,0
2014-W33,Guinea,Macenta,Confirmed,Male,2,0
2014-W34,Guinea,Macenta,Confirmed,Male,2,0
2014-W35,Guinea,Macenta,Confirmed,Male,2,0
2014-W36,Guinea,Macenta,Confirmed,Male,2,0
2014-W37,Guinea,Macenta,Confirmed,Male,2,0
2014-W38,Guinea,Macenta,Confirmed,Male,2,0
2014-W39,Guinea,Macenta,Confirmed,Male,2,0
NA,Guinea,Macenta,Confirmed,Male,2,0
2014-W01,Guinea,Macenta,Confirmed,Male,22,0
2014-W02,Guinea,Macenta,Confirmed,Male,22,0
2014-W04,Guinea,Macenta,Confirmed,Male,22,0
2014-W05,Guinea,Macenta,Confirmed,Male,22,0
2014-W06,Guinea,Macenta,Confirmed,Male,22,0
2014-W07,Guinea,Macenta,Confirmed,Male,22,0
2014-W08,Guinea,Macenta,Confirmed,Male,22,0
2014-W09,Guinea,Macenta,Confirmed,Male,22,1
2014-W10,Guinea,Macenta,Confirmed,Male,22,0
2014-W11,Guinea,Macenta,Confirmed,Male,22,0
2014-W12,Guinea,Macenta,Confirmed,Male,22,0
2014-W13,Guinea,Macenta,Confirmed,Male,22,0
2014-W14,Guinea,Macenta,Confirmed,Male,22,0
2014-W15,Guinea,Macenta,Confirmed,Male,22,0
2014-W16,Guinea,Macenta,Confirmed,Male,22,0
2014-W17,Guinea,Macenta,Confirmed,Male,22,0
2014-W18,Guinea,Macenta,Confirmed,Male,22,0
2014-W19,Guinea,Macenta,Confirmed,Male,22,0
2014-W20,Guinea,Macenta,Confirmed,Male,22,0
2014-W21,Guinea,Macenta,Confirmed,Male,22,0
2014-W22,Guinea,Macenta,Confirmed,Male,22,0
2014-W23,Guinea,Macenta,Confirmed,Male,22,0
2014-W24,Guinea,Macenta,Confirmed,Male,22,0
2014-W25,Guinea,Macenta,Confirmed,Male,22,0
2014-W26,Guinea,Macenta,Confirmed,Male,22,0
2014-W27,Guinea,Macenta,Confirmed,Male,22,0
2014-W28,Guinea,Macenta,Confirmed,Male,22,0
2014-W29,Guinea,Macenta,Confirmed,Male,22,0
2014-W30,Guinea,Macenta,Confirmed,Male,22,0
2014-W31,Guinea,Macenta,Confirmed,Male,22,0
2014-W32,Guinea,Macenta,Confirmed,Male,22,0
2014-W33,Guinea,Macenta,Confirmed,Male,22,0
2014-W34,Guinea,Macenta,Confirmed,Male,22,0
2014-W35,Guinea,Macenta,Confirmed,Male,22,0
2014-W36,Guinea,Macenta,Confirmed,Male,22,0
2014-W37,Guinea,Macenta,Confirmed,Male,22,0
2014-W38,Guinea,Macenta,Confirmed,Male,22,0
2014-W39,Guinea,Macenta,Confirmed,Male,22,0
NA,Guinea,Macenta,Confirmed,Male,22,0
2014-W01,Guinea,Macenta,Confirmed,Male,25,0
2014-W02,Guinea,Macenta,Confirmed,Male,25,0
2014-W04,Guinea,Macenta,Confirmed,Male,25,0
2014-W05,Guinea,Macenta,Confirmed,Male,25,0
2014-W06,Guinea,Macenta,Confirmed,Male,25,0
2014-W07,Guinea,Macenta,Confirmed,Male,25,0
2014-W08,Guinea,Macenta,Confirmed,Male,25,0
2014-W09,Guinea,Macenta,Confirmed,Male,25,0
2014-W10,Guinea,Macenta,Confirmed,Male,25,0
2014-W11,Guinea,Macenta,Confirmed,Male,25,0
2014-W12,Guinea,Macenta,Confirmed,Male,25,0
2014-W13,Guinea,Macenta,Confirmed,Male,25,0
2014-W14,Guinea,Macenta,Confirmed,Male,25,0
2014-W15,Guinea,Macenta,Confirmed,Male,25,0
2014-W16,Guinea,Macenta,Confirmed,Male,25,0
2014-W17,Guinea,Macenta,Confirmed,Male,25,0
2014-W18,Guinea,Macenta,Confirmed,Male,25,0
2014-W19,Guinea,Macenta,Confirmed,Male,25,0
2014-W20,Guinea,Macenta,Confirmed,Male,25,0
2014-W21,Guinea,Macenta,Confirmed,Male,25,0
2014-W22,Guinea,Macenta,Confirmed,Male,25,0
2014-W23,Guinea,Macenta,Confirmed,Male,25,0
2014-W24,Guinea,Macenta,Confirmed,Male,25,0
2014-W25,Guinea,Macenta,Confirmed,Male,25,0
2014-W26,Guinea,Macenta,Confirmed,Male,25,0
2014-W27,Guinea,Macenta,Confirmed,Male,25,0
2014-W28,Guinea,Macenta,Confirmed,Male,25,0
2014-W29,Guinea,Macenta,Confirmed,Male,25,1
2014-W30,Guinea,Macenta,Confirmed,Male,25,0
2014-W31,Guinea,Macenta,Confirmed,Male,25,0
2014-W32,Guinea,Macenta,Confirmed,Male,25,0
2014-W33,Guinea,Macenta,Confirmed,Male,25,0
2014-W34,Guinea,Macenta,Confirmed,Male,25,0
2014-W35,Guinea,Macenta,Confirmed,Male,25,0
2014-W36,Guinea,Macenta,Confirmed,Male,25,0
2014-W37,Guinea,Macenta,Confirmed,Male,25,0
2014-W38,Guinea,Macenta,Confirmed,Male,25,0
2014-W39,Guinea,Macenta,Confirmed,Male,25,0
NA,Guinea,Macenta,Confirmed,Male,25,0
2014-W01,Guinea,Macenta,Confirmed,Male,27,0
2014-W02,Guinea,Macenta,Confirmed,Male,27,0
2014-W04,Guinea,Macenta,Confirmed,Male,27,0
2014-W05,Guinea,Macenta,Confirmed,Male,27,0
2014-W06,Guinea,Macenta,Confirmed,Male,27,0
2014-W07,Guinea,Macenta,Confirmed,Male,27,0
2014-W08,Guinea,Macenta,Confirmed,Male,27,0
2014-W09,Guinea,Macenta,Confirmed,Male,27,0
2014-W10,Guinea,Macenta,Confirmed,Male,27,0
2014-W11,Guinea,Macenta,Confirmed,Male,27,0
2014-W12,Guinea,Macenta,Confirmed,Male,27,0
2014-W13,Guinea,Macenta,Confirmed,Male,27,0
2014-W14,Guinea,Macenta,Confirmed,Male,27,1
2014-W15,Guinea,Macenta,Confirmed,Male,27,0
2014-W16,Guinea,Macenta,Confirmed,Male,27,0
2014-W17,Guinea,Macenta,Confirmed,Male,27,0
2014-W18,Guinea,Macenta,Confirmed,Male,27,0
2014-W19,Guinea,Macenta,Confirmed,Male,27,0
2014-W20,Guinea,Macenta,Confirmed,Male,27,0
2014-W21,Guinea,Macenta,Confirmed,Male,27,0
2014-W22,Guinea,Macenta,Confirmed,Male,27,0
2014-W23,Guinea,Macenta,Confirmed,Male,27,0
2014-W24,Guinea,Macenta,Confirmed,Male,27,0
2014-W25,Guinea,Macenta,Confirmed,Male,27,0
2014-W26,Guinea,Macenta,Confirmed,Male,27,0
2014-W27,Guinea,Macenta,Confirmed,Male,27,0
2014-W28,Guinea,Macenta,Confirmed,Male,27,0
2014-W29,Guinea,Macenta,Confirmed,Male,27,0
2014-W30,Guinea,Macenta,Confirmed,Male,27,0
2014-W31,Guinea,Macenta,Confirmed,Male,27,0
2014-W32,Guinea,Macenta,Confirmed,Male,27,0
2014-W33,Guinea,Macenta,Confirmed,Male,27,0
2014-W34,Guinea,Macenta,Confirmed,Male,27,0
2014-W35,Guinea,Macenta,Confirmed,Male,27,0
2014-W36,Guinea,Macenta,Confirmed,Male,27,0
2014-W37,Guinea,Macenta,Confirmed,Male,27,0
2014-W38,Guinea,Macenta,Confirmed,Male,27,0
2014-W39,Guinea,Macenta,Confirmed,Male,27,0
NA,Guinea,Macenta,Confirmed,Male,27,0
2014-W01,Guinea,Macenta,Confirmed,Male,28,0
2014-W02,Guinea,Macenta,Confirmed,Male,28,0
2014-W04,Guinea,Macenta,Confirmed,Male,28,0
2014-W05,Guinea,Macenta,Confirmed,Male,28,0
2014-W06,Guinea,Macenta,Confirmed,Male,28,0
2014-W07,Guinea,Macenta,Confirmed,Male,28,0
2014-W08,Guinea,Macenta,Confirmed,Male,28,0
2014-W09,Guinea,Macenta,Confirmed,Male,28,0
2014-W10,Guinea,Macenta,Confirmed,Male,28,0
2014-W11,Guinea,Macenta,Confirmed,Male,28,0
2014-W12,Guinea,Macenta,Confirmed,Male,28,0
2014-W13,Guinea,Macenta,Confirmed,Male,28,0
2014-W14,Guinea,Macenta,Confirmed,Male,28,0
2014-W15,Guinea,Macenta,Confirmed,Male,28,0
2014-W16,Guinea,Macenta,Confirmed,Male,28,0
2014-W17,Guinea,Macenta,Confirmed,Male,28,0
2014-W18,Guinea,Macenta,Confirmed,Male,28,0
2014-W19,Guinea,Macenta,Confirmed,Male,28,0
2014-W20,Guinea,Macenta,Confirmed,Male,28,0
2014-W21,Guinea,Macenta,Confirmed,Male,28,1
2014-W22,Guinea,Macenta,Confirmed,Male,28,0
2014-W23,Guinea,Macenta,Confirmed,Male,28,0
2014-W24,Guinea,Macenta,Confirmed,Male,28,0
2014-W25,Guinea,Macenta,Confirmed,Male,28,0
2014-W26,Guinea,Macenta,Confirmed,Male,28,0
2014-W27,Guinea,Macenta,Confirmed,Male,28,0
2014-W28,Guinea,Macenta,Confirmed,Male,28,0
2014-W29,Guinea,Macenta,Confirmed,Male,28,0
2014-W30,Guinea,Macenta,Confirmed,Male,28,0
2014-W31,Guinea,Macenta,Confirmed,Male,28,0
2014-W32,Guinea,Macenta,Confirmed,Male,28,0
2014-W33,Guinea,Macenta,Confirmed,Male,28,0
2014-W34,Guinea,Macenta,Confirmed,Male,28,0
2014-W35,Guinea,Macenta,Confirmed,Male,28,0
2014-W36,Guinea,Macenta,Confirmed,Male,28,0
2014-W37,Guinea,Macenta,Confirmed,Male,28,0
2014-W38,Guinea,Macenta,Confirmed,Male,28,0
2014-W39,Guinea,Macenta,Confirmed,Male,28,0
NA,Guinea,Macenta,Confirmed,Male,28,0
2014-W01,Guinea,Macenta,Confirmed,Male,29,0
2014-W02,Guinea,Macenta,Confirmed,Male,29,0
2014-W04,Guinea,Macenta,Confirmed,Male,29,0
2014-W05,Guinea,Macenta,Confirmed,Male,29,0
2014-W06,Guinea,Macenta,Confirmed,Male,29,0
2014-W07,Guinea,Macenta,Confirmed,Male,29,0
2014-W08,Guinea,Macenta,Confirmed,Male,29,0
2014-W09,Guinea,Macenta,Confirmed,Male,29,0
2014-W10,Guinea,Macenta,Confirmed,Male,29,0
2014-W11,Guinea,Macenta,Confirmed,Male,29,1
2014-W12,Guinea,Macenta,Confirmed,Male,29,0
2014-W13,Guinea,Macenta,Confirmed,Male,29,0
2014-W14,Guinea,Macenta,Confirmed,Male,29,0
2014-W15,Guinea,Macenta,Confirmed,Male,29,0
2014-W16,Guinea,Macenta,Confirmed,Male,29,0
2014-W17,Guinea,Macenta,Confirmed,Male,29,0
2014-W18,Guinea,Macenta,Confirmed,Male,29,0
2014-W19,Guinea,Macenta,Confirmed,Male,29,0
2014-W20,Guinea,Macenta,Confirmed,Male,29,0
2014-W21,Guinea,Macenta,Confirmed,Male,29,0
2014-W22,Guinea,Macenta,Confirmed,Male,29,0
2014-W23,Guinea,Macenta,Confirmed,Male,29,0
2014-W24,Guinea,Macenta,Confirmed,Male,29,0
2014-W25,Guinea,Macenta,Confirmed,Male,29,0
2014-W26,Guinea,Macenta,Confirmed,Male,29,0
2014-W27,Guinea,Macenta,Confirmed,Male,29,0
2014-W28,Guinea,Macenta,Confirmed,Male,29,0
2014-W29,Guinea,Macenta,Confirmed,Male,29,0
2014-W30,Guinea,Macenta,Confirmed,Male,29,0
2014-W31,Guinea,Macenta,Confirmed,Male,29,0
2014-W32,Guinea,Macenta,Confirmed,Male,29,0
2014-W33,Guinea,Macenta,Confirmed,Male,29,0
2014-W34,Guinea,Macenta,Confirmed,Male,29,0
2014-W35,Guinea,Macenta,Confirmed,Male,29,0
2014-W36,Guinea,Macenta,Confirmed,Male,29,0
2014-W37,Guinea,Macenta,Confirmed,Male,29,0
2014-W38,Guinea,Macenta,Confirmed,Male,29,0
2014-W39,Guinea,Macenta,Confirmed,Male,29,0
NA,Guinea,Macenta,Confirmed,Male,29,0
2014-W01,Guinea,Macenta,Confirmed,Male,33,0
2014-W02,Guinea,Macenta,Confirmed,Male,33,0
2014-W04,Guinea,Macenta,Confirmed,Male,33,0
2014-W05,Guinea,Macenta,Confirmed,Male,33,0
2014-W06,Guinea,Macenta,Confirmed,Male,33,0
2014-W07,Guinea,Macenta,Confirmed,Male,33,0
2014-W08,Guinea,Macenta,Confirmed,Male,33,0
2014-W09,Guinea,Macenta,Confirmed,Male,33,0
2014-W10,Guinea,Macenta,Confirmed,Male,33,0
2014-W11,Guinea,Macenta,Confirmed,Male,33,0
2014-W12,Guinea,Macenta,Confirmed,Male,33,0
2014-W13,Guinea,Macenta,Confirmed,Male,33,0
2014-W14,Guinea,Macenta,Confirmed,Male,33,0
2014-W15,Guinea,Macenta,Confirmed,Male,33,0
2014-W16,Guinea,Macenta,Confirmed,Male,33,0
2014-W17,Guinea,Macenta,Confirmed,Male,33,0
2014-W18,Guinea,Macenta,Confirmed,Male,33,0
2014-W19,Guinea,Macenta,Confirmed,Male,33,0
2014-W20,Guinea,Macenta,Confirmed,Male,33,0
2014-W21,Guinea,Macenta,Confirmed,Male,33,1
2014-W22,Guinea,Macenta,Confirmed,Male,33,0
2014-W23,Guinea,Macenta,Confirmed,Male,33,0
2014-W24,Guinea,Macenta,Confirmed,Male,33,0
2014-W25,Guinea,Macenta,Confirmed,Male,33,0
2014-W26,Guinea,Macenta,Confirmed,Male,33,0
2014-W27,Guinea,Macenta,Confirmed,Male,33,0
2014-W28,Guinea,Macenta,Confirmed,Male,33,0
2014-W29,Guinea,Macenta,Confirmed,Male,33,0
2014-W30,Guinea,Macenta,Confirmed,Male,33,0
2014-W31,Guinea,Macenta,Confirmed,Male,33,0
2014-W32,Guinea,Macenta,Confirmed,Male,33,0
2014-W33,Guinea,Macenta,Confirmed,Male,33,0
2014-W34,Guinea,Macenta,Confirmed,Male,33,0
2014-W35,Guinea,Macenta,Confirmed,Male,33,0
2014-W36,Guinea,Macenta,Confirmed,Male,33,0
2014-W37,Guinea,Macenta,Confirmed,Male,33,0
2014-W38,Guinea,Macenta,Confirmed,Male,33,0
2014-W39,Guinea,Macenta,Confirmed,Male,33,0
NA,Guinea,Macenta,Confirmed,Male,33,0
